"ID_reference","Reference"
338,"Meza, K. (2008). QUÍMICA Y ACTIVIDAD BIOLÓGICA DE Berberis rotundifolia. [Universidad Austral de Chile. Facultad de Ciencias]. http://cybertesis.uach.cl/tesis/uach/2008/fcm617q/doc/fcm617q.pdf"
339,"Bottini, M., Orsi, M., Greizerstein, E., & Poggio, L. (1998). RELACIONES FENÉTICAS ENTRE LAS ESPECIES DE BERBERIS (BERBERIDACEAE) DEL NOROESTE DE LA REGIÓN PATAGÓNICA. Darwiniana, 35(1-4), 115-129."
340,"Acción antimicrobiana de extractos crudos de especies de plantas nativas sobre Escheri"
341,"Kröpfl, A., & Villasuso, N. (2012). GUÍA PARA EL RECONOCIMIENTO DE ESPECIES DE LOS PASTIZALES DEL MONTE ORIENTAL DE PATAGONIA (1.a ed.). Ediciones INTA. https://inta.gob.ar/sites/default/files/script-tmp-inta_guiaespecies.pdf"
342,"Forcone, A., & Gonzales, C. (2014). Plantas del monte Patagónico (1.a ed.). Universidad Nacional del Sur. https://www.academia.edu/40701551/Plantas_del_monte_Patag%C3%B3nico"
343,"Martinez, E. (2013). Flora de mendoza. Multequina, 22(5). https://www.mendoza.conicet.gov.ar/portal//multequina/indice/pdf/22/07.pdf"
344,"Norman, E. (2000). Buddlejaceae. The Organization for Flora Neotropica, 81, 1-224. https://www-jstor-org.uchile.idm.oclc.org/stable/4393899?read-now%3D1%23page_scan_tab_contents=&seq=1"
345,"Bauza, J., Carrasquera, C., & Pujolar, M. (2012). “COMPROBACIÓN DE LA TOXICIDAD DE LAS HOJAS DE CESTRUM PARQUI EN DOS PERÍODOS DEL AÑO EN BOVINOS DEL URUGUAY” [UNIVERSIDAD DE LA REPÚBLICA. FACULTAD DE VETERINARIA]. https://www.colibri.udelar.edu.uy/jspui/bitstream/20.500.12008/2745/1/FV-29726.pd"
346,"Costa, E., Streitenberger, N., Barberon, J., Zeinsteger, P., & Fazzio, L. E. (2014). Intoxicación por Cestrum parqui (“duraznillo negro”) en bovinos. Confirmación por análisis micrográfico del contenido ruminal. Revista Veterinaria, 25(1), 45-49. https://doi.org/10.30972/vet.251549"
347,"Lulio, A. (1969). REHABILITACIÓN DEL GÉNERO CHERSODOMA PHlLIPPI (COMPOSITAE). Revista del Museo de La Plata, 6(27), 343-360. https://publicaciones.fcnym.unlp.edu.ar/rmlp/article/view/1725/654"
348,"Zárate, M. (2017). DOS NUEVAS ESPECIES DE CHERSODOMA (SENECIONEAE, ASTERACEAE) DE BOLIVIA. Darwiniana, nueva serie, 5(1), 65-71. https://doi.org/10.14522/darwiniana.2017.51.733"
349,"Beck, S., Domic, A., Garcia, C., Meneses, R., Yager, K., & Halloy, S. (2010). El Parque Nacional Sajama y sus Plantas. Herbario Nacional de Bolivia-Fundacion PUMA. https://www.academia.edu/38082936/El_Parque_Nacional_Sajama_y_sus_Plantas"
350,"Meneses, R., Lino, M. C. G., Beck, S., Anthelme, F., Ibañez, D., Lliully, A. E., Herrera, S. L., Palabral-Aguilera, A. N., Pfanzelt, S., & Villavicencio, X. (2015). Flora de la Cordillera Real. En La Cordillera Real y sus plantas (pp. 91-349). IRD & Herbario. https://horizon.documentation.ird.fr/exl-doc/pleins_textes/divers18-01/010066583.pdf"
351,"Bonifacino, J. (2009). Taxonomic Revision of the Chiliotrichum Group sensu stricto (Compositae: Astereae) (Vol. 92). Smithsonian Institution Scholarly Press. https://www.researchgate.net/publication/276186882_Taxonomic_Revision_of_the_Chiliotrichum_Group_sensu_stricto_Compositae_Astereae"
352,"Ezcurra, C. (1985). REVISION DEL GENERO CHUQUIRAGA (COMPOSITAE — MUTISIEAE). Darwiniana, 26(1/4), 219-284. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/23218128.pdf?refreqid=excelsior%3A2562b6298a832eeb812a6bcaf5721c29"
353,"Niemeyer, H., & Teillier, S. (2007). Aromas de la Flora Nativa de Chile. Fundación para la Inovación Agraria. http://bibliotecadigital.fia.cl/bitstream/handle/20.500.11944/145387/FIA-PI-C-2002-1-A-001_MA.PDF?sequence=3&isAllowed=y"
354,"Aquino, L. (2018). Toxicidad aguda y genotoxicidad del extracto hidroalcohólico de Chuquiraga spinosa (R. & P.) D. Don “huamanpinta”. 2017 [UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA. FACULTAD DE CIENCIAS DE LA SALUD]. http://repositorio.unsch.edu.pe/bitstream/UNSCH/4228/1/TESIS%20Far510_Aqu.pdf"
355,"Dalmasso, A., Marquez, J., Abarca, A., & Montecchiani, R. (2014). Especies apropiadas de arbolado para la provincia de San Juan (1.a ed.). Universidad Nacional de San Juan. https://www.geobotanica.net/PUBLICACIONES/LIBROS/Especies%20apropiadas%20SJ%20baja.pdf"
356,"Miler, E. (2017). ETNOBOTÁNICA Y CARACTERÍSTICAS MORFOLÓGICAS DE LA VEGETACIÓN LEÑOSA EN UN REMANENTE DE BOSQUE DE LA MICROCUENCA RÍO GRANDE, LA ENCAÑADA – CAJAMARCA [UNIVERSIDAD NACIONAL DE CAJAMARCA. FACULTAD DE CIENCIAS AGRARIAS]. https://repositorio.unc.edu.pe/bitstream/handle/20.500.14074/1694/TESIS.pdf?sequence=1&isAllowed=y"
357,"Marticorena, A. (2002). Dos Nuevas Combinaciones en Corynabutilon (Malvaceae) para Chile. Novon, 11, 193. https://doi.org/10.2307/3393057"
358,"Instituto de Salud Publica. (2021). Listado de Plantas Tóxicas para Chile. Ministerio de Salud. https://www.ispch.gob.cl/anamed/regimen-de-control-sanitario/listado-de-plantas-toxicas-para-chile/"
359,"Administracion de Parques Nacionales Argentina. (s.f.). Flora del Parque Nacional Lanín [Afiche]. https://www.argentina.gob.ar/sites/default/files/pnl_afiche_flora.pdf"
361,"acaya, J., & Teillier, S. (2011). DIPLOLEPIS HIERONYMI (LORENTZ) LIEDE & RAPINI(APOCYNACEAE), CONFIRMACIÓN DE SU PRESENCIA EN CHILE, EN LA REGIÓN DEL MAULE (VII). Chloris Chilensis, 14(1). https://www.chlorischile.cl/diplolepis%20hieronymi%20jmacaya/diplolepis%20hieronymi%20macaya.htm"
362,"Mogdan, T. (2015). Herbario. Flora del Parque Nacional Nahuel Huapi. https://cupdf.com/document/herbario-tm.html?page=53"
363,"Hernandez, J., Estades, C., Faundez, L., & Herreros de Lartundo, J. (2014). Biodiversidad terrestre de la Región de Arica y Parinacota (1.a ed.). Ministerio del Medio Ambiente. http://www.gep.uchile.cl/Biodiversidad/img/Libro_Biodiversidad_Regional.pdf"
364,"Tortosa, R. (1983). EL GENERO DISCARIA (RHAMNACEAE). BOLETIN DE LA SOCIEDAD ARGENTINA DE BOTANICA, 22(1-4), 301-335. https://botanicaargentina.org.ar/wp-content/uploads/2018/09/301-335019.pdf"
365,"Cruz, P., & Schulze, C. (2001). Plan de ordenación Reserva Nacional Mañihuales: Primer estudio de flora. CONAF. https://bibliotecadigital.ciren.cl/bitstream/handle/20.500.13082/29424/Primer_Estudio_de_Flora_de_la_Reserva_na.pdf?sequence=1&isAllowed=y"
366,"Dagata, S. (2018). Arbustos nativos de la provincia de Mendoza, con potencial de uso en tareas de restauración: Factores que afectan la germinación. 78. https://bdigital.uncu.edu.ar/objetos_digitales/10870/tesis-final-dagata-sofia-leonor-fca-irnr.pdf"
367,"Roger, E., Palacio, M., Díaz, R., & Vecchioli, S. (2017). ERYTHROSTEMON GILLIESII VAR. BURKARTIANA (FABACEAE), TAXÓN VÁLIDO PARA ARGENTINA Y SU PRESENCIA EN LA PROVINCIA DE SANTIAGO DEL ESTERO. Bonplandia, 26(1), 63-68. https://doi.org/10.30972/bon.2612080"
368,"Kausel, E. (1953). Revision del genero «Escallonia» en Chile. Darwiniana, 10(2), 169-255. https://chlorischile.cl/EKausel/1953%20Darwiniana(1)%20-Escallonia.pdf"
369,"González, P. (2016). Especies nativas para la estabilización y restauración de taludes urbanos: San Carlos de Bariloche y alrededores. [Trabajo final, Universidad Nacional de Río Negro]. http://rid.unrn.edu.ar/handle/20.500.12049/520"
371,"Faundez, L., Faundez, A., & Flores, R. (2009e). MANUAL PARA EL RECONOCIMIENTO DE ESPECIES DEL D.S. N°68/2009 MINAGRI, PRESENTES EN LA REGIÓN DE TARAPACÁ. CONAF. https://investigacion.conaf.cl/archivos/repositorio_documento/2021/08/Tarapaca.pdf"
372,"Lara, A. (2016). Alerces: Los Viejos lentos del Bosque. Universidad del Desarrollo. Facultad de Medicina, 30-37. https://www.cr2.cl/wp-content/uploads/2016/10/AcademiaUDD_Compressed.pdf"
373,"Gerding, V., & Rivas, Y. (2006). Desarrollo de plantaciones experimentales jóvenes de Fitzroya cupressoides establecidas en el arboreto de la Universidad Austral de Chile, Valdivia. BOSQUE, 27(2), 155-162. https://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002006000200010"
374,"Teillier, S., & Escobar, F. (2013). REVISIÓN DEL GÉNERO GAULTHERIA L. (ERICACEAE) EN CHILE. Gayana. Botánica, 70(1), Art. 1. https://doi.org/10.4067/S0717-66432013000100014"
375,"Araya, M. (2010). Estudio preliminar de la composición química y el valor nutricional de frutos regionales de interes economico y socio cultural de magallanes [Universidad de Magallanes. Facultad de ingenieria]. http://www.umag.cl/biblioteca/tesis/araya_penela_2010.pdf"
376,"Hermann, P., & Cambi, V. (2006). Gaultheria nubigena (Ericaceae), una especie rara en la Argentina. Bol. Soc. Argent. Bot, 41(3-4), 317-322. https://botanicaargentina.org.ar/wp-content/uploads/2017/06/317-PaulaHermann.pdf"
377,"Centros de Estudios del Desarrollo. (2011). Manual educativo y guia de campo. Patrimonio natural del humedal del rio Lluta. Centro de Estudios del Desarrollo. http://biblioteca.cehum.org/bitstream/123456789/977/1/CED.%20Manual%20educativo%20y%20Gu%c3%ada%20de%20Campo.%20Patrimonio%20Natural%20del%20Humedal%20del%20R%c3%ado%20Lluta.pdf"
378,"Marticorena, A., Alarcon, D., Abello, L., & Atala, C. (2010). Plantas trepadoras, epífitas y parásitas nativas de Chile. Guía de Campo (Ed. Corporación Chilena de la Madera). https://bibliotecadigital.ciren.cl/bitstream/handle/20.500.13082/31769/Marticorena_Alarcon_Abello_Atala.2010.Plantas_Trepadoras_Epifitas_Parasitas_Nativas_de_Chile%20%281%29.pdf?sequence=1&isAllowed=y"
379,"Ratto, F., & Bartoli, A. (2020). Revisión de las especies sudamericanas de Gutierrezia (Asteraceae, Astereae, Solidagininae). Bol. Soc. Argent. Bot., 55, 411-470. https://doi. org/10.31055/1851.2372.v55. n3.28227"
380,"Saldivia, P., Faundez, L., Marticorena, A., & Panero, J. (2014). Kieslingia chilensis (Asteraceae: Astereae), a new genus and species from northern Chile. Phytotaxa, 177(5), 280-290. https://doi.org/10.11646/phytotaxa.177.5.4"
381,"Hall, H. (1928). THE GENUS HAPLOPAPPUS: A PHYLOGENETIC STUDY IN THE COMPOSITAE. Carnegie Institution of Washington."
382,"Flores, A., & Watson, J. (2009). Flora y fauna Laguna Conchalí: Vol. Volumen Flora (Novoa FF&M Contreras). Ediciones del Centro de Ecología Aplicada Ltda. https://bibliotecadigital.ciren.cl/bitstream/handle/20.500.13082/31695/mlp-flora.pdf?sequence=1&isAllowed=y"
383,"Moreira-Muñoz, A., Muñoz-Schick, M., & Morales, V. (2017). Biogeografía de la flora endémica de Chile. Revista Chagual, 15, 30-42. https://www.researchgate.net/profile/Claudia-Cerda/publication/328429331_Especies_exoticas_invasoras_en_Chile_como_un_problema_economico_valoracion_preliminar_de_impactos_Revista_Chagual_1512-22_2017/links/5bcdd479a6fdcc03c79b3038/Especies-exoticas-invasoras-en-Chile-como-un-problema-economico-valoracion-preliminar-de-impactos-Revista-Chagual-1512-22-2017.pdf#page=48"
384,"Alonso, J. (2005). Monografía Baylahuen. Boletín Latinoamericano y del Caribe de Plantas Medicinales y Aromáticas, 4(3), 60-63."
385,"Alonso, J., & Desmarchelier, C. (2015). Plantas Medicinales Autóctonas de la Argentina. Bases Cientificas para su Aplicación en Atención Primaria de la Salud (1.a ed.). Corpus Libros Médicos y Científicos. http://www.talapampa.com/plantas_medicinales_autoctonas_de_la_argentina.pd"
387,"Morales, P. (2009). PROPIEDADES FÍSICO - MECÁNICAS DEL Haplorhus peruviana Engl. - HUANCAVELICA [UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ. FACULTAD DE CIENCIAS FORESTALES Y DEL AMBIENTE]. https://repositorio.uncp.edu.pe/bitstream/handle/20.500.12894/2571/Morales%20del%20Pozo.pdf?sequence=1&isAllowed=y"
388,"Herbario Virtual Austral Americano. (En línea). Taxonomy Explorer [Herbario Virtual Austral Americano]. https://herbariovaa.org/index.php"
390,"Jara, C., De Solminihac, D., Maturana, M., Hermosilla, M., Tacon, A., Gonzalez, M., Fernandez, U., & Nuñez, J. (2014). Flora y Fauna de la Selva Valdiviana en la ciudad de Valdivia (Segunda). Parque Urbano El Bosque. https://forecos.cl/wp-content/uploads/2019/06/Libro-PUEB-Segunda-edici%C3%B3n.pdf"
391,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
392,"Botta, S. (1984). LAS ESPECIES DEL GENERO VERBENA L. SECC. JUNELLIA (MOLDENKE) TRONC. DEL NOROESTE ARGENTINO. Darwiniana, 25(1/4), 331-353."
393,"Carrizo, J., & Esteban, G. (2006). Guía de Vegetación Nativa Bajo de la Alumbrera. Minera Alumbrera YMAD-UTE. http://www.alumbrera.com.ar/files/investigaciones/Alumbrera-Guia-de-Vegetacion.pdf"
394,"Steibel, P. (1999). Las Verbenáceas (Verbenaceae J. St.-Hil.) de la Provincia de La Pampa, Argentina. Rev. Fac. Agronomia. U.N.L Pam, 11(1), 1-30. https://cerac.unlpam.edu.ar/index.php/semiarida/article/view/4710/4837"
395,"MEDANITO S.A. (2017). MANIFESTACIÓN GENERAL DE IMPACTO AMBIENTAL “PERFORACIÓN DE POZOS EXPLORATORIOS Y CONSTRUCCIÓN DE REPOSITORIO” (p. 575). Grupo Medanito. https://www.mendoza.gov.ar/wp-content/uploads/sites/34/2018/03/Exp.-Medanito-Completo.pdf"
396,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
397,"Nahuel, I. (2019). “Larrea divaricata Cav.: Estudio de la actividad antioxidante frente a estrés oxidativo inducido y estudio de los parámetros farmacocinéticos” [UNIVERSIDAD DE BUENOS AIRES. FACULTAD DE FARMACIA Y BIOQUÍMICA]. https://ri.conicet.gov.ar/bitstream/handle/11336/81114/CONICET_Digital_Nro.8b7381ed-2ce4-48b9-a2d3-d5441f2cf14a_A.pdf?sequence=2&isAllowed=y"
398,"Fundación Patagonia Natural. (s.f.). Descubriendo Nuestras Especies Nativas: Arbustos de la Patagonia Árida II. https://patagonianatural.org.ar/wp-content/uploads/2021/04/poster_arbustos_nativos_2.pdf"
399,"Ulloa, G. (2004). Estudio quimico de un extracto alcaloideo de Latua Pubiflora y evalucion farmacologica de los compuestos alcaloideos [Universidad Austral de Chile. Escuela de Quimica y Farmacia]. https://nanopdf.com/download/fcu42e-tesis-electronicas-uach_pdf"
400,"Universidad Nacional del Nordeste. (2013). Gimnospermas Biotaxonomía de Espermatófitas Diversidad Vegetal. FACENA. https://exa.unne.edu.ar/carreras/docs/2-Gimnospermas_2013.pdf"
401,"Coll, M., & Ponessa, G. (2007). Anatomía foliar y caulinar de Lippia turbinata f. Magnifolia Moldenke –Verbenaceae– (Loc. Vipos, Dpto. Trancas, Tucumán, República Argentina). Dominguezia, 23, 8. https://dominguezia.org/volumen/articulos/2311.pdf"
402,"Pedrasa, M. (2004). “ESTUDIO FITOQUIMICO, MICROBIOLOGICO Y FARMACOLOGICO DE LOPHOPAPPUS TARAPACANUS (PHIL.) CABR. ASTERACEAE. ESPECIE VEGETAL DE LA REGIÓN ALTOANDINA.” [Universidad de Chile. Facultad de Ciencias Quimicas y Farmaceuticas]. https://repositorio.uchile.cl/tesis/uchile/2004/pedrasa_m/sources/pedrasa_m.pdf"
403,"Faundez, L., & Macaya, J. (1998). Presencia de Lophopappus foliosus Rusby (Asteraceae) en Chile y Antecedentes Taxonòmicos sobre el Gènero Lophopappus Rusby. Noticiario Mensual del Museo Nacional de Historia Natural, 332, 3-6. https://publicaciones.mnhn.gob.cl/668/articles-66630_archivo_01.pdf"
404,"Trivelli, M., & Valdivia, V. (2009). Alcances sobre flora y vegetación de la Cordillera de los Andes: Región de Árica y Parinacota y Región de Tarapacá (Segunda). Ministerio de Agricultura. Servicio Agrícola y Ganadero. https://bibliotecadigital.ciren.cl/handle/20.500.13082/6526"
405,"Biurrun, F. (2013). BASES PARA EL RECONOCIMIENTO DE LA FLORA DEL PIEDEMONTE DE LA SIERRA DE LOS LLANOS (LA RIOJA). Ediciones Instituto Nacional de Tecnología Agropecuaria. https://inta.gob.ar/sites/default/files/script-tmp-inta_bases_reconocimiento_de_la_flora_capitulo_8_arbu.pdf"
406,"Figueroa, M., Moglia, J., Lorenz, G., & Giménez, A. (2019). Distribución de nanofanerófitas de hojas suculentas en dos comunidades leñosas del Chaco semiárido salino. Boletín de la Sociedad Argentina de Botánica, 54, 277-294. https://doi.org/10.31055/1851.2372.v54.n2.24372"
407,"Muñoz-Schick, M., Moreira-Muñoz, A., & León-Lobos, P. (2006). Nueva localidad en Chile para Menodora linoides Phil. (Oleaceae), especie considerada extinta en el siglo XX. Gayana. Botánica, 63(2), 175-179. https://doi.org/10.4067/S0717-66432006000200004"
408,"Lazo, W. (2010). Viajeros y botánicos en Chile durante los siglos XVIII y XIX. Editorial Universitaria. http://www.schhg.cl/wp-schhg/wp-content/uploads/2017/03/Viajeros_y_botanicos_web.pdf"
409,"Reyes, M., Ortiz, C., Belmonte, E., & Rojas, G. (2014). Bases exploratorias para el manejo de especies en un área de alta biodiversidad. Instituto de Investigaciones Agropecuarias. La Platina. https://bibliotecadigital.ciren.cl/handle/20.500.13082/26119"
410,"Rodriguez, R., Marticorena, C., Alarcon, D., Baeza, C., Cavieres, L., Finot, V., Fuentes, N., Kiessling, A., Mihoc, M., Pauchard, A., Ruiz, E., Sanchez, P., & Marticorena, A. (2018). Catálogo de las plantas vasculares de Chile. Gayana Bot, 75(1), 1-430."
411,"Flores-Toro, L., & Amigo, J. (2013). FLORA AUTÓCTONA DE LA CORDILLERA EL MELÓN Y DEL CERRO TABACO, SITIOS PRIORITARIOS PARA LA CONSERVACIÓN DE LA BIODIVERSIDAD, REGIÓN DE VALPARAÍSO, CHILE. Chloris Chilensis, 16(1). https://www.chlorischile.cl/amigo-flores-1-2013/flores-Amigo-EL%20MELON-EL%20TABACO.htm#flora"
412,"Gonzales, C. (2011a). Arquitectura foliar de las especies de Myrtaceae nativas de la Argentina I: Grupos “Myrcia”, “Myrceugenia” y “Plinia”. Bol. Soc. Argent. Bot, 46(1-2), 41-63. http://www.scielo.org.ar/pdf/bsab/v46n1-2/v46n1-2a04.pdf"
413,"Prisma Ingenieria Ilimitada. (2007). ESTUDIO DE ANÁLISIS AMBIENTAL DF_PM Río Cachapoal IF (p. 161) [Estudio de Impacto Ambiental]. Prisma Ingenieria Ilimitada. https://research.csiro.au/gestionrapel/wp-content/uploads/sites/79/2016/11/Informe.pdf"
414,"Zevallos, Percy. (1992). CARACTERlZACION DENDROLOGICA DE LAS ESPECIES LEÑOSAS DEL FUNDO ESCUADRON CONCEPCION. CHILE. Ciencia e Investigación Forestal, 6(2), 195-257. https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/10830/18528.pdf?sequence=1%26isAllowed=y"
415,"Retamales, H. (2010). ESTUDIO MORFOANATÓMICO DE HOJAS Y ESTRUCTURAS REPRODUCTIVAS DE MYRCEUGENIA RUFA (COLLA) SKOTTSBERG EX KAUSEL (MYRTACEAE) [Universidad de Chile. Facultad de Ciencias Forestales y de la Conservación de la Naturaleza]. https://repositorio.uchile.cl/bitstream/handle/2250/151647/Estudio-morfoanatomico-de-hojas-y-estructuras-reproductivas-de-myrceugenia-rufa-%28Colla%29-Skottsberg-ex-Kausel-%28Myrtaceae%29.pdf?sequence=1&isAllowed=y"
416,"Muñoz-Schick, M., Morales, V., Cruzat, M., & Moreira-Muñoz, A. (2010). Nuevo hallazgo de Nardophyllum genistoides (Phil.) Gray (Asteraceae) en Chile central. Gayana. Botánica, 67(2), Art. 2. https://doi.org/10.4067/S0717-66432010000200009"
417,"Dillon, M., Arancio, G., & Luebert, F. (2007). Five new species of Nolana (Solanaceae-Nolaneae) from Chile. Amaldoa, 14(2), 191-212. http://www.sacha.org/Nolana/Nolana_Arnaldoa14_191-212.pdf"
418,"Zuñiga, J. (2019). “IDENTIFICACIÓN Y ESTADO DE CONSERVACIÓN DE CACTÁCEAS EN PUERTO CORIO, DISTRITO DE PUNTA DE BOMBON, PROVINCIA DE ISLAY Y PROPUESTA DE CONSERVACION 2018” [UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA]. http://repositorio.unsa.edu.pe/bitstream/handle/UNSA/8495/QUDzucaje.pdf?sequence=1&isAllowed=y"
419,"Plos, A. (2012). Revisión sistemática, análisis cladístico y biogeográfico del género Ophryosporus Meyen (Asteraceae, Eupatorieae, Critoniinae) [UNIVERSIDAD NACIONAL DE LA PLATA]. http://naturalis.fcnym.unlp.edu.ar/repositorio/_documentos/tesis/tesis_1234_3.pdf"
420,"Merklinger, F. F., & Luebert, F. (2020). Notes on the genus Ophryosporus (Asteraceae, Eupatorieae) in Chile. PhytoKeys, 161, 61-77. https://doi.org/10.3897/phytokeys.161.53736"
421,"Faundez, L., Faundez, A., & Flores, R. (2009a). MANUAL PARA EL RECONOCIMIENTO DE ESPECIES DEL D.S. N°68/2009 MINAGRI, PRESENTES EN LA REGIÓN DE ANTOFAGASTA. https://investigacion.conaf.cl/archivos/repositorio_documento/2021/08/Antofagasta.pdf"
